Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME,Column A,CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE,CONTRIBUTION_DATE3,recipient_surname,CLIENT.INDUSTRY,ORIGINAL.CLIENT.NAME
2016,32226,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4620,13252,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,32226,David,Dring,2016-04-12,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,32226,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4628,13250,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,32226,David,Dring,2016-04-12,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,32226,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4629,13249,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,32226,David,Dring,2016-04-12,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,32225,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4614,13248,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,32225,COURTNEY,NOTTAGE,2016-04-12,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,32225,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4615,13246,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,32225,COURTNEY,NOTTAGE,2016-04-12,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,32225,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4618,13245,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,32225,COURTNEY,NOTTAGE,2016-04-12,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,32225,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4625,13247,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,32225,COURTNEY,NOTTAGE,2016-04-12,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,32224,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4616,13241,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,32224,MICHAEL,KASPER,2016-04-12,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,32224,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4621,13244,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,32224,MICHAEL,KASPER,2016-04-12,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,32224,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4622,13242,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,32224,MICHAEL,KASPER,2016-04-12,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,32224,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4623,13243,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,32224,MICHAEL,KASPER,2016-04-12,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4744,14082,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,34021,MICHAEL,KASPER,2016-06-13,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4751,14081,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,34021,MICHAEL,KASPER,2016-06-13,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4752,14083,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,34021,MICHAEL,KASPER,2016-06-13,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4755,14084,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,34021,MICHAEL,KASPER,2016-06-13,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4783,14368,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,34021,MICHAEL,KASPER,2016-07-07,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4794,14364,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,34021,MICHAEL,KASPER,2016-07-07,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4805,14366,2016-04-01,2016-06-30,2016-06-22,Hopkins for Chicago,300.00,34021,MICHAEL,KASPER,2016-07-07,2016-06-22,Hopkins,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4821,14367,2016-04-01,2016-06-30,2016-06-22,Friends of Carrie M. Austin,300.00,34021,MICHAEL,KASPER,2016-07-07,2016-06-22,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34021,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4822,14365,2016-04-01,2016-06-30,2016-06-22,Citizens for Joe Moore,300.00,34021,MICHAEL,KASPER,2016-07-07,2016-06-22,Moore,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4748,14092,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,34023,David,Dring,2016-06-13,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4749,14091,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,34023,David,Dring,2016-06-13,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4753,14090,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,34023,David,Dring,2016-06-13,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4754,14089,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,34023,David,Dring,2016-06-13,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4792,14383,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,34023,David,Dring,2016-07-07,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4801,14381,2016-04-01,2016-06-30,2016-06-22,Hopkins for Chicago,300.00,34023,David,Dring,2016-07-07,2016-06-22,Hopkins,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4803,14382,2016-04-01,2016-06-30,2016-06-22,Friends of Carrie M. Austin,300.00,34023,David,Dring,2016-07-07,2016-06-22,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4807,14380,2016-04-01,2016-06-30,2016-06-22,Citizens for Joe Moore,300.00,34023,David,Dring,2016-07-07,2016-06-22,Moore,HOSPITALITY / RESTAURANT,SMG
2016,34023,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4825,14379,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,34023,David,Dring,2016-07-07,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4745,14086,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,34022,COURTNEY,NOTTAGE,2016-06-13,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4746,14085,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,34022,COURTNEY,NOTTAGE,2016-06-13,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4747,14087,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,34022,COURTNEY,NOTTAGE,2016-06-13,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4750,14088,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,34022,COURTNEY,NOTTAGE,2016-06-13,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4770,14305,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,34022,COURTNEY,NOTTAGE,2016-07-06,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4771,14303,2016-04-01,2016-06-30,2016-06-22,Hopkins for Chicago,300.00,34022,COURTNEY,NOTTAGE,2016-07-06,2016-06-22,Hopkins,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4772,14302,2016-04-01,2016-06-30,2016-06-22,Citizens for Joe Moore,300.00,34022,COURTNEY,NOTTAGE,2016-07-06,2016-06-22,Moore,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4773,14304,2016-04-01,2016-06-30,2016-06-22,Friends of Carrie M. Austin,300.00,34022,COURTNEY,NOTTAGE,2016-07-06,2016-06-22,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34022,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4775,14301,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,34022,COURTNEY,NOTTAGE,2016-07-06,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4788,14429,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,34501,MICHAEL,KASPER,2016-07-07,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4791,14424,2016-04-01,2016-06-30,2016-06-22,Friends of Carrie M. Austin,300.00,34501,MICHAEL,KASPER,2016-07-07,2016-06-22,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4797,14426,2016-04-01,2016-06-30,2016-06-22,Hopkins for Chicago,300.00,34501,MICHAEL,KASPER,2016-07-07,2016-06-22,Hopkins,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4798,14422,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,34501,MICHAEL,KASPER,2016-07-07,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4800,14428,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,34501,MICHAEL,KASPER,2016-07-07,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4813,14430,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,34501,MICHAEL,KASPER,2016-07-07,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4814,14425,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,34501,MICHAEL,KASPER,2016-07-07,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4817,14427,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,34501,MICHAEL,KASPER,2016-07-07,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,34501,7081,15001,Mr.,MICHAEL,J,KASPER,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4824,14423,2016-04-01,2016-06-30,2016-06-22,Citizens for Joe Moore,300.00,34501,MICHAEL,KASPER,2016-07-07,2016-06-22,Moore,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4777,14435,2016-04-01,2016-06-30,2016-06-22,Hopkins for Chicago,300.00,34502,David,Dring,2016-07-07,2016-06-22,Hopkins,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4778,14431,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,34502,David,Dring,2016-07-07,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4779,14433,2016-04-01,2016-06-30,2016-06-22,Citizens for Joe Moore,300.00,34502,David,Dring,2016-07-07,2016-06-22,Moore,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4781,14437,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,34502,David,Dring,2016-07-07,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4793,14432,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,34502,David,Dring,2016-07-07,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4799,14439,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,34502,David,Dring,2016-07-07,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4804,14434,2016-04-01,2016-06-30,2016-06-22,Friends of Carrie M. Austin,300.00,34502,David,Dring,2016-07-07,2016-06-22,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4808,14436,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,34502,David,Dring,2016-07-07,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34502,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4810,14438,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,34502,David,Dring,2016-07-07,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4780,14369,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4784,14372,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4786,14373,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4789,14370,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4795,14375,2016-04-01,2016-06-30,2016-06-22,Hopkins for Chicago,300.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-06-22,Hopkins,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4806,14376,2016-04-01,2016-06-30,2016-06-22,Friends of Carrie M. Austin,300.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-06-22,Austin,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4811,14374,2016-04-01,2016-06-30,2016-06-22,Citizens for Joe Moore,300.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-06-22,Moore,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4820,14377,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,34442,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,4823,14371,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,34442,COURTNEY,NOTTAGE,2016-07-07,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5044,15395,2016-04-01,2016-06-30,2016-06-22,Citizens for Joe Moore,300.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-06-22,Moore,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5048,15397,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5049,15393,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5060,15390,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5062,15396,2016-04-01,2016-06-30,2016-06-22,Friends of Carrie M. Austin,300.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-06-22,Austin,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5064,15392,2016-01-01,2016-03-31,2016-02-23,12th Ward Democratic Organization,500.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-02-23,Cardenas,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5068,15391,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5069,15394,2016-04-01,2016-06-30,2016-06-22,Hopkins for Chicago,300.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-06-22,Hopkins,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5070,15398,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,35922,COURTNEY,NOTTAGE,2016-09-07,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5108,15744,2016-07-01,2016-09-30,2016-09-14,Alderman Jason Ervin,500.00,35922,COURTNEY,NOTTAGE,2016-10-07,2016-09-14,Ervin,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5109,15745,2016-07-01,2016-09-30,2016-09-14,Alderman Ameya Pawar,250.00,35922,COURTNEY,NOTTAGE,2016-10-07,2016-09-14,Pawar,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5110,15742,2016-07-01,2016-09-30,2016-09-14,Alderman Carrie M. Austin 34th Ward Dem. Org.,300.00,35922,COURTNEY,NOTTAGE,2016-10-07,2016-09-14,Austin,HOSPITALITY / RESTAURANT,SMG
2016,35922,7081,15001,Mr.,COURTNEY,C,NOTTAGE,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5111,15743,2016-07-01,2016-09-30,2016-09-14,Alderman Patrick O'Connor,500.00,35922,COURTNEY,NOTTAGE,2016-10-07,2016-09-14,O'Connor,HOSPITALITY / RESTAURANT,SMG
2016,35924,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5045,15409,2016-01-01,2016-03-31,2016-02-23,Alderman Scott Waguespack,500.00,35924,David,Dring,2016-09-07,2016-02-23,Waguespack,HOSPITALITY / RESTAURANT,SMG
2016,35924,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5050,15416,2016-04-01,2016-06-30,2016-06-22,24th Ward Democratic Organization Ald. Michael Scott,300.00,35924,David,Dring,2016-09-07,2016-06-22,Scott,HOSPITALITY / RESTAURANT,SMG
2016,35924,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5052,15408,2016-01-01,2016-03-31,2016-02-24,11th Ward Democratic Party Campaign Committee,300.00,35924,David,Dring,2016-09-07,2016-02-24,Thompson,HOSPITALITY / RESTAURANT,SMG
2016,35924,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5053,15412,2016-04-01,2016-06-30,2016-06-22,Citizens for Deb Mell,300.00,35924,David,Dring,2016-09-07,2016-06-22,Mell,HOSPITALITY / RESTAURANT,SMG
2016,35924,7081,15001,Mr.,David,M,Dring,,"Fletcher, O'Brien, Kasper & Nottage, P.C.",SMG,5055,15410,2016-01-01,2016-03-31,2016-02-24,Alderman Carrie M. Austin,500.00,35924,David,Dring,2016-09-07,2016-02-24,Austin,HOSPITALITY / RESTAURANT,SMG
